,Gender,Age,Profession,Region,Work_Experience(yrs),Models_Used,Models1,Models2,Models3,Models4,Models5,Models6,Mode_of_Access,Mode 1,Mode 2,Mode 3,Mode 4,Tasks,Task 1,Task 2,Task 3,Task 4,Task 5,Task 6,Task 7
199,Male,26 – 35,Dietitian,Central,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,I don't use LLMs,I don't use LLMs,,,,,,
200,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,"ChatGPT, Microsoft Copilot, Google’s BERT, Meta AI",ChatGPT, Microsoft Copilot, Google’s BERT, Meta AI,,,"Online Platforms or websites, Mobile apps, Subscription-based services",Online Platforms or websites, Mobile apps, Subscription-based services,,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support, Language translation",Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support, Language translation
201,Male,26 – 35,Pharmacist,Upper West,3 – 5 years,"ChatGPT, Microsoft Copilot, Google’s BERT, Meta AI",ChatGPT, Microsoft Copilot, Google’s BERT, Meta AI,,,"Online Platforms or websites, Mobile apps, Subscription-based services",Online Platforms or websites, Mobile apps, Subscription-based services,,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support, Language translation",Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support, Language translation
202,Male,26 – 35,Medical Doctor,Greater Accra,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Medical information research, Administrative writing",Medical information research, Administrative writing,,,,,
203,Male,26 – 35,Medical Doctor,Upper West,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Medical information research, Administrative writing",Medical information research, Administrative writing,,,,,
204,Female,26 – 35,Midwife,Greater Accra,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Clinical documentation of patient information, Language translation",Clinical documentation of patient information, Language translation,,,,,
205,Female,26 – 35,Midwife,Oti,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Clinical documentation of patient information, Language translation",Clinical documentation of patient information, Language translation,,,,,
206,Female,26 – 35,Nurse,Central,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,Medical information research,Medical information research,,,,,,
207,Female,26 – 35,Nurse,Savannah,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,Medical information research,Medical information research,,,,,,
208,Female,18 – 25,Medicine Counter Assistant,North East,Less than 3 years,Microsoft Copilot,Microsoft Copilot,,,,,,Online Platforms or websites,Online Platforms or websites,,,,Prescription and dosage writing,Prescription and dosage writing,,,,,,
209,Female,18 – 25,Medicine Counter Assistant,Oti,Less than 3 years,Microsoft Copilot,Microsoft Copilot,,,,,,Online Platforms or websites,Online Platforms or websites,,,,Prescription and dosage writing,Prescription and dosage writing,,,,,,
210,Female,26 – 35,Speech and Language Therapist,Oti,Less than 3 years,"Microsoft Copilot, Meta AI",Microsoft Copilot, Meta AI,,,,,Online Platforms or websites,Online Platforms or websites,,,,"Clinical documentation of patient information, Medical information research, Diagnosis, Therapy decision support",Clinical documentation of patient information, Medical information research, Diagnosis, Therapy decision support,,,
211,Female,26 – 35,Speech and Language Therapist,Greater Accra,Less than 3 years,"Microsoft Copilot, Meta AI",Microsoft Copilot, Meta AI,,,,,Online Platforms or websites,Online Platforms or websites,,,,"Clinical documentation of patient information, Medical information research, Diagnosis, Therapy decision support",Clinical documentation of patient information, Medical information research, Diagnosis, Therapy decision support,,,
212,Female,18 – 25,Medicine Counter Assistant,Volta,3 – 5 years,,,,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
213,Female,18 – 25,Medicine Counter Assistant,Greater Accra,3 – 5 years,,,,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
214,Male,36 – 45,Pharmacy Technician,Western,6 – 10 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Medical information research, Administrative writing, Therapy decision support",Medical information research, Administrative writing, Therapy decision support,,,,
215,Male,36 – 45,Pharmacy Technician,Brong Ahafo,6 – 10 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Medical information research, Administrative writing, Therapy decision support",Medical information research, Administrative writing, Therapy decision support,,,,
216,Female,18 – 25,Medicine Counter Assistant,North East,Less than 3 years,Microsoft Copilot,Microsoft Copilot,,,,,,Online Platforms or websites,Online Platforms or websites,,,,Medical information research,Medical information research,,,,,,
217,Female,18 – 25,Medicine Counter Assistant,Bono East,Less than 3 years,Microsoft Copilot,Microsoft Copilot,,,,,,Online Platforms or websites,Online Platforms or websites,,,,Medical information research,Medical information research,,,,,,
218,Female,46 – 55,Occupational Therapist,Ashanti,6 – 10 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,,,,,,,,
219,Female,46 – 55,Occupational Therapist,Greater Accra,6 – 10 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,,,,,,,,
220,Female,26 – 35,Nurse,Bono East,Less than 3 years,none,none,,,,,,LLM-integrated Electronic record software,LLM-integrated Electronic record software,,,,Clinical documentation of patient information,Clinical documentation of patient information,,,,,,
221,Female,26 – 35,Nurse,Brong Ahafo,Less than 3 years,none,none,,,,,,LLM-integrated Electronic record software,LLM-integrated Electronic record software,,,,Clinical documentation of patient information,Clinical documentation of patient information,,,,,,
222,Male,18 – 25,Health Information Management Officer,Central,Less than 3 years,"ChatGPT, Microsoft Copilot, Meta AI",ChatGPT, Microsoft Copilot, Meta AI,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
223,Male,18 – 25,Health Information Management Officer,Greater Accra,Less than 3 years,"ChatGPT, Microsoft Copilot, Meta AI",ChatGPT, Microsoft Copilot, Meta AI,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
224,Male,18 – 25,Medicine Counter Assistant,Bono East,Less than 3 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Clinical documentation of patient information, Medical information research, Administrative writing",Clinical documentation of patient information, Medical information research, Administrative writing,,,,
225,Male,18 – 25,Medicine Counter Assistant,Greater Accra,Less than 3 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Clinical documentation of patient information, Medical information research, Administrative writing",Clinical documentation of patient information, Medical information research, Administrative writing,,,,
226,Male,18 – 25,Medical Doctor,Savannah,Less than 3 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,Medical information research,Medical information research,,,,,,
227,Male,18 – 25,Medical Doctor,Central,Less than 3 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,Medical information research,Medical information research,,,,,,
228,Female,18 – 25,Medical Laboratory Scientist,Greater Accra,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
229,Female,18 – 25,Medical Laboratory Scientist,Ashanti,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
230,Male,18 – 25,Medical Laboratory Scientist,Central,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
231,Male,18 – 25,Medical Laboratory Scientist,Oti,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
232,Female,36 – 45,Medical Laboratory Scientist,Bono East,6 – 10 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
233,Female,36 – 45,Medical Laboratory Scientist,Ashanti,6 – 10 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
234,Male,36 – 45,Medical Laboratory Scientist,Brong Ahafo,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
235,Male,36 – 45,Medical Laboratory Scientist,Northern,3 – 5 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
236,Male,18 – 25,Medical Laboratory Scientist,Ahafo,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
237,Male,18 – 25,Medical Laboratory Scientist,Ashanti,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
238,Female,18 – 25,Medicine Counter Assistant,Central,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Medical information research, Prescription and dosage writing",Medical information research, Prescription and dosage writing,,,,,
239,Female,18 – 25,Medicine Counter Assistant,Upper East,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Medical information research, Prescription and dosage writing",Medical information research, Prescription and dosage writing,,,,,
240,Female,18 – 25,Medicine Counter Assistant,Greater Accra,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Medical information research, Prescription and dosage writing",Medical information research, Prescription and dosage writing,,,,,
241,Female,18 – 25,Medicine Counter Assistant,Central,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Medical information research, Prescription and dosage writing",Medical information research, Prescription and dosage writing,,,,,
242,Female,18 – 25,Medicine Counter Assistant,Ashanti,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Medical information research, Prescription and dosage writing",Medical information research, Prescription and dosage writing,,,,,
243,Female,18 – 25,Medicine Counter Assistant,Greater Accra,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Medical information research, Prescription and dosage writing",Medical information research, Prescription and dosage writing,,,,,
244,Female,18 – 25,Medicine Counter Assistant,Central,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Medical information research, Prescription and dosage writing",Medical information research, Prescription and dosage writing,,,,,
245,Female,18 – 25,Medicine Counter Assistant,North East,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Medical information research, Prescription and dosage writing",Medical information research, Prescription and dosage writing,,,,,
246,Male,18 – 25,Medicine Counter Assistant,Eastern,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Medical information research, Prescription and dosage writing",Medical information research, Prescription and dosage writing,,,,,
247,Male,18 – 25,Medicine Counter Assistant,Northern,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,"Medical information research, Prescription and dosage writing",Medical information research, Prescription and dosage writing,,,,,
248,Male,26 – 35,Medical Laboratory Scientist,Greater Accra,6 – 10 years,"ChatGPT, Meta AI, Gemini AI",ChatGPT, Meta AI, Gemini AI,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
249,Male,26 – 35,Medical Laboratory Scientist,Brong Ahafo,6 – 10 years,"ChatGPT, Meta AI, Gemini AI",ChatGPT, Meta AI, Gemini AI,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
250,Male,26 – 35,Health Information Management Officer,Brong Ahafo,3 – 5 years,"ChatGPT, Microsoft Copilot, Meta AI",ChatGPT, Microsoft Copilot, Meta AI,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
251,Male,26 – 35,Health Information Management Officer,Central,3 – 5 years,"ChatGPT, Microsoft Copilot, Meta AI",ChatGPT, Microsoft Copilot, Meta AI,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
252,Female,26 – 35,Midwife,Greater Accra,6 – 10 years,Meta AI,Meta AI,,,,,,Online Platforms or websites,Online Platforms or websites,,,,"Clinical documentation of patient information, Medical information research, Administrative writing",Clinical documentation of patient information, Medical information research, Administrative writing,,,,
253,Female,26 – 35,Midwife,Northern,6 – 10 years,Meta AI,Meta AI,,,,,,Online Platforms or websites,Online Platforms or websites,,,,"Clinical documentation of patient information, Medical information research, Administrative writing",Clinical documentation of patient information, Medical information research, Administrative writing,,,,
254,Female,26 – 35,Medicine Counter Assistant,Greater Accra,3 – 5 years,"ChatGPT, Meta AI, Claude AI, Gemini AI",ChatGPT, Meta AI, Claude AI, Gemini AI,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,Administrative writing,Administrative writing,,,,,,
255,Female,26 – 35,Medicine Counter Assistant,Brong Ahafo,3 – 5 years,"ChatGPT, Meta AI, Claude AI, Gemini AI",ChatGPT, Meta AI, Claude AI, Gemini AI,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,Administrative writing,Administrative writing,,,,,,
256,Female,46 – 55,Dentist,Oti,More than 10 years,"ChatGPT, Gemini AI",ChatGPT, Gemini AI,,,,,Mobile apps,Mobile apps,,,,Language translation,Language translation,,,,,,
257,Female,46 – 55,Dentist,Northern,More than 10 years,"ChatGPT, Gemini AI",ChatGPT, Gemini AI,,,,,Mobile apps,Mobile apps,,,,Language translation,Language translation,,,,,,
258,Male,36 – 45,Therapy Radiographer,Greater Accra,3 – 5 years,"ChatGPT, Meta AI, Claude AI",ChatGPT, Meta AI, Claude AI,,,,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software,,"Clinical documentation of patient information, Medical information research, Administrative writing, Reviewing radiology reports for anomalies or assisting in image interpretation ",Clinical documentation of patient information, Medical information research, Administrative writing, Reviewing radiology reports for anomalies or assisting in image interpretation ,,,
259,Male,36 – 45,Therapy Radiographer,Northern,3 – 5 years,"ChatGPT, Meta AI, Claude AI",ChatGPT, Meta AI, Claude AI,,,,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software,,"Clinical documentation of patient information, Medical information research, Administrative writing, Reviewing radiology reports for anomalies or assisting in image interpretation ",Clinical documentation of patient information, Medical information research, Administrative writing, Reviewing radiology reports for anomalies or assisting in image interpretation ,,,
260,Male,26 – 35,Diagnostic Radiographer,Ashanti,Less than 3 years,"ChatGPT, Meta AI, Claude AI",ChatGPT, Meta AI, Claude AI,,,,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software,,"Clinical documentation of patient information, Medical information research, Administrative writing, Reviewing radiology reports for anomalies",Clinical documentation of patient information, Medical information research, Administrative writing, Reviewing radiology reports for anomalies,,,
261,Male,26 – 35,Diagnostic Radiographer,Greater Accra,Less than 3 years,"ChatGPT, Meta AI, Claude AI",ChatGPT, Meta AI, Claude AI,,,,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software,,"Clinical documentation of patient information, Medical information research, Administrative writing, Reviewing radiology reports for anomalies",Clinical documentation of patient information, Medical information research, Administrative writing, Reviewing radiology reports for anomalies,,,
262,Male,26 – 35,Pharmacist,Central,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,Medical information research,Medical information research,,,,,,
263,Male,26 – 35,Pharmacist,Ashanti,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,Medical information research,Medical information research,,,,,,
264,Male,26 – 35,Pharmacist,Greater Accra,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Medical information research, Therapy decision support",Medical information research, Therapy decision support,,,,,
265,Male,26 – 35,Pharmacist,Volta,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Medical information research, Therapy decision support",Medical information research, Therapy decision support,,,,,
266,Female,26 – 35,Medicine Counter Assistant,Greater Accra,Less than 3 years,ChatGPT,ChatGPT,,,,,,Mobile apps,Mobile apps,,,,"Medical information research, Prescription and dosage writing, Language translation, 7",Medical information research, Prescription and dosage writing, Language translation,7,,,
267,Male,26 – 35,Medicine Counter Assistant,Greater Accra,Less than 3 years,ChatGPT,ChatGPT,,,,,,Mobile apps,Mobile apps,,,,"Medical information research, Prescription and dosage writing, Language translation, 7",Medical information research, Prescription and dosage writing, Language translation,7,,,
268,Female,26 – 35,Nurse,Eastern,Less than 3 years,"ChatGPT, Meta AI, Gemini AI",ChatGPT, Meta AI, Gemini AI,,,,LLM-integrated Electronic record software,LLM-integrated Electronic record software,,,,Clinical documentation of patient information,Clinical documentation of patient information,,,,,,
269,Female,26 – 35,Nurse,Central,Less than 3 years,"ChatGPT, Meta AI, Gemini AI",ChatGPT, Meta AI, Gemini AI,,,,LLM-integrated Electronic record software,LLM-integrated Electronic record software,,,,Clinical documentation of patient information,Clinical documentation of patient information,,,,,,
270,Male,18 – 25,Pharmacy Technician,Greater Accra,Less than 3 years,"ChatGPT, Meta AI, Claude AI",ChatGPT, Meta AI, Claude AI,,,,LLM-integrated Electronic record software,LLM-integrated Electronic record software,,,,"Clinical documentation of patient information, Medical information research, Language translation",Clinical documentation of patient information, Medical information research, Language translation,,,,
271,Male,18 – 25,Pharmacy Technician,North East,Less than 3 years,"ChatGPT, Meta AI, Claude AI",ChatGPT, Meta AI, Claude AI,,,,LLM-integrated Electronic record software,LLM-integrated Electronic record software,,,,"Clinical documentation of patient information, Medical information research, Language translation",Clinical documentation of patient information, Medical information research, Language translation,,,,
272,Male,36 – 45,Medical Doctor,Western,6 – 10 years,"ChatGPT, Microsoft Copilot, Claude AI",ChatGPT, Microsoft Copilot, Claude AI,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Clinical documentation of patient information, Medical information research",Clinical documentation of patient information, Medical information research,,,,,
273,Male,36 – 45,Medical Doctor,Central,6 – 10 years,"ChatGPT, Microsoft Copilot, Claude AI",ChatGPT, Microsoft Copilot, Claude AI,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Clinical documentation of patient information, Medical information research",Clinical documentation of patient information, Medical information research,,,,,
274,Male,18 – 25,Optometrist,Greater Accra,Less than 3 years,ChatGPT,ChatGPT,,,,,,Online Platforms or websites,Online Platforms or websites,,,,,,,,,,,
275,Female,18 – 25,Optometrist,Greater Accra,Less than 3 years,ChatGPT,ChatGPT,,,,,,Online Platforms or websites,Online Platforms or websites,,,,,,,,,,,
276,Female,26 – 35,Diagnostic Radiographer,Greater Accra,3 – 5 years,"ChatGPT, Meta AI, Claude AI",ChatGPT, Meta AI, Claude AI,,,,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software,,"Clinical documentation of patient information, Medical information research, Administrative writing",Clinical documentation of patient information, Medical information research, Administrative writing,,,,
277,Female,26 – 35,Diagnostic Radiographer,Ahafo,3 – 5 years,"ChatGPT, Meta AI, Claude AI",ChatGPT, Meta AI, Claude AI,,,,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software,,"Clinical documentation of patient information, Medical information research, Administrative writing",Clinical documentation of patient information, Medical information research, Administrative writing,,,,
278,Female,26 – 35,Nurse,Central,Less than 3 years,none,none,,,,,,,,,,,I don’t currently use LLMs in my practice,I don’t currently use LLMs in my practice,,,,,,
279,Female,26 – 35,Nurse,Greater Accra,Less than 3 years,none,none,,,,,,,,,,,I don’t currently use LLMs in my practice,I don’t currently use LLMs in my practice,,,,,,
280,Female,26 – 35,Nurse,Northern,Less than 3 years,,,,,,,,I don’t currently access LLMs in my workplace,I don’t currently access LLMs in my workplace,,,,I don’t currently use LLMs in my practice,I don’t currently use LLMs in my practice,,,,,,
281,Female,26 – 35,Nurse,Western North,Less than 3 years,,,,,,,,I don’t currently access LLMs in my workplace,I don’t currently access LLMs in my workplace,,,,I don’t currently use LLMs in my practice,I don’t currently use LLMs in my practice,,,,,,
282,Male,26 – 35,Medical Doctor,Greater Accra,Less than 3 years,ChatGPT,ChatGPT,,,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing",Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing,,
283,Male,26 – 35,Medical Doctor,Ashanti,Less than 3 years,ChatGPT,ChatGPT,,,,,,"Online Platforms or websites, Mobile apps",Online Platforms or websites, Mobile apps,,,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing",Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing,,
284,Female,26 – 35,Optometrist,Greater Accra,3 – 5 years,"ChatGPT, Meta AI, Gemini AI",ChatGPT, Meta AI, Gemini AI,,,,"Online Platforms or websites, Subscription-based services",Online Platforms or websites, Subscription-based services,,,Clinical documentation of patient information,Clinical documentation of patient information,,,,,,
285,Female,26 – 35,Optometrist,Central,3 – 5 years,"ChatGPT, Meta AI, Gemini AI",ChatGPT, Meta AI, Gemini AI,,,,"Online Platforms or websites, Subscription-based services",Online Platforms or websites, Subscription-based services,,,Clinical documentation of patient information,Clinical documentation of patient information,,,,,,
286,Female,26 – 35,Pharmacist,Greater Accra,3 – 5 years,"ChatGPT, Meta AI, Gemini AI",ChatGPT, Meta AI, Gemini AI,,,,"Online Platforms or websites, ",Online Platforms or websites, ,,,Diagnosis,Diagnosis,,,,,,
287,Female,26 – 35,Pharmacist,Western North,3 – 5 years,"ChatGPT, Meta AI, Gemini AI",ChatGPT, Meta AI, Gemini AI,,,,"Online Platforms or websites, ",Online Platforms or websites, ,,,Diagnosis,Diagnosis,,,,,,
288,Female,26 – 35,Pharmacist,Greater Accra,Less than 3 years,"ChatGPT, Gemini AI",ChatGPT, Gemini AI,,,,,Mobile apps,Mobile apps,,,,"Clinical documentation of patient information, Medical information research, Prescription and dosage writing, Therapy decision support, Language translation",Clinical documentation of patient information, Medical information research, Prescription and dosage writing, Therapy decision support, Language translation,,
289,Female,26 – 35,Pharmacist,Ashanti,Less than 3 years,"ChatGPT, Gemini AI",ChatGPT, Gemini AI,,,,,Mobile apps,Mobile apps,,,,"Clinical documentation of patient information, Medical information research, Prescription and dosage writing, Therapy decision support, Language translation",Clinical documentation of patient information, Medical information research, Prescription and dosage writing, Therapy decision support, Language translation,,
290,Male,26 – 35,Medical Laboratory Scientist,Greater Accra,3 – 5 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
291,Male,26 – 35,Medical Laboratory Scientist,Ashanti,3 – 5 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
292,Male,26 – 35,Pharmacist,Ashanti,3 – 5 years,"ChatGPT, Meta AI, Gemini AI",ChatGPT, Meta AI, Gemini AI,,,,Online Platforms or websites,Online Platforms or websites,,,,Language translation,Language translation,,,,,,
293,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,"ChatGPT, Meta AI, Gemini AI",ChatGPT, Meta AI, Gemini AI,,,,Online Platforms or websites,Online Platforms or websites,,,,Language translation,Language translation,,,,,,
294,Female,26 – 35,Pharmacist,Greater Accra,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,Administrative writing,Administrative writing,,,,,,
295,Male,26 – 35,Pharmacist,Greater Accra,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Mobile apps,Mobile apps,,,,Administrative writing,Administrative writing,,,,,,
296,Female,18 – 25,Pharmacist,Greater Accra,Less than 3 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,Online Platforms or websites,Online Platforms or websites,,,,Language translation,Language translation,,,,,,
297,Female,18 – 25,Pharmacist,Central,Less than 3 years,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",ChatGPT, Microsoft Copilot, Meta AI, Gemini AI,,,Online Platforms or websites,Online Platforms or websites,,,,Language translation,Language translation,,,,,,
298,Female,26 – 35,Medical Doctor,Greater Accra,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Online Platforms or websites,Online Platforms or websites,,,,Medical information research,Medical information research,,,,,,
299,Female,26 – 35,Medical Doctor,Western,Less than 3 years,"ChatGPT, Meta AI",ChatGPT, Meta AI,,,,,Online Platforms or websites,Online Platforms or websites,,,,Medical information research,Medical information research,,,,,,
300,Female,18 – 25,Pharmacist,Greater Accra,Less than 3 years,ChatGPT,ChatGPT,,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
301,Male,18 – 25,Pharmacist,Greater Accra,Less than 3 years,ChatGPT,ChatGPT,,,,,,Mobile apps,Mobile apps,,,,Medical information research,Medical information research,,,,,,
302,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,"ChatGPT, Microsoft Copilot, Gemini AI",ChatGPT, Microsoft Copilot, Gemini AI,,,,"Online Platforms or websites, Subscription-based services",Online Platforms or websites, Subscription-based services,,,Administrative writing,Administrative writing,,,,,,
303,Female,26 – 35,Pharmacist,Greater Accra,3 – 5 years,"ChatGPT, Microsoft Copilot, Gemini AI",ChatGPT, Microsoft Copilot, Gemini AI,,,,"Online Platforms or websites, Subscription-based services",Online Platforms or websites, Subscription-based services,,,Administrative writing,Administrative writing,,,,,,
