,Gender,Age,Profession,Region,Years_of_Experience,Prior_Awareness,Known_Models,Understanding_Rating,Understanding_1,Understanding_2,Understanding_3,Understanding_4,Understanding_5,Access_At_Work,Access_Route,Considered_Use,Use,Specific_Uses,Track_Important_Details,Find_Quick_Answers,Brainstorm_&_Diagnose,Generate_Prescriptions,Summarise_Research_Articles,Create_Educational_Materials,Treatment_Recommendations,Find_Quick_Answers_2,Brainstorm_&_Diagnose_2,Generate_Prescriptions_2,Summarise_Research_Articles_2,Create_Educational_Materials_2,Treatment_Recommendations_2,Daily_LLMs_Usage(mins),Daily_CCLs_Usage(mins),23. LLMs help me achieve my healthcare delivery goals. ,24. LLMs reduce my workload and save me time.,25. LLMs help me make informed and timely decisions.,26. LLMs keep me updated on healthcare related information.,27. LLMs are easily accessible and user-friendly. ,28. LLMs are trusted tools that uphold patient privacy and confidentiality. ,29. I am willing to take decisions based on the recommendations provided by LLMs.,30. The benefits of using LLMs outweigh any potential risks.,31. I am satisfied with LLMs.  ,32. I will recommend the use of LLMs by my colleagues in healthcare delivery. ,Preference,LLMs_Preferred_Aspects,CCLs_Preferred_Aspects,Areas_Of_Impact,Suggested_Improvement
184,Male,26 – 35,Health Information Management Officer,Greater Accra,3 – 5 years,Yes,ChatGPT,1  - I know very little to nothing about LLMs,3,3,3,4,3,Yes,LLM-integrated Electronic record software,Yes,No,Diagnosis,Frequently,Occasionally,Frequently,Frequently,Occasionally,Frequently,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Frequently,45,30,4,4,5,5,4,3,3,4,4,4,Neutral,,,,
185,Male,26 – 35,Health Information Management Officer,Western,3 – 5 years,Yes,ChatGPT,1  - I know very little to nothing about LLMs,3,3,3,4,3,Yes,LLM-integrated Electronic record software,Yes,No,Diagnosis,Frequently,Occasionally,Frequently,Frequently,Occasionally,Frequently,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Frequently,45,30,4,4,5,5,4,3,3,4,4,4,Neutral,,,,
186,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,5,1,4,1,5,Yes,Online Platforms or websites,No,No,"Medical information research, Administrative writing, Language translation",Rarely,Rarely,Never,Never,Always,Always,Rarely,Frequently,Always,Occasionally,Always,Always,Occasionally,10,30,4,4,3,1,4,1,2,4,4,3,No,,Large language models depend largely on user input and may therefore be biased in the feedback given,Research and medical literature,Proper integration
187,Male,26 – 35,Pharmacist,Brong Ahafo,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,5,1,4,1,5,Yes,Online Platforms or websites,No,No,"Medical information research, Administrative writing, Language translation",Rarely,Rarely,Never,Never,Always,Always,Rarely,Frequently,Always,Occasionally,Always,Always,Occasionally,10,30,4,4,3,1,4,1,2,4,4,3,No,,Large language models depend largely on user input and may therefore be biased in the feedback given,Research and medical literature,Proper integration
188,Female,26 – 35,Nurse,Greater Accra,3 – 5 years,Maybe,"Microsoft Copilot, Meta AI",1  - I know very little to nothing about LLMs,3,4,3,2,3,No,Mobile apps,Yes,Yes,"Medical information research, Diagnosis, Administrative writing, Language translation",Occasionally,Frequently,Frequently,Rarely,Frequently,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,5,2,3,4,4,4,4,4,3,3,3,3,Neutral,,Indifferent ,Research,
189,Male,26 – 35,Nurse,Greater Accra,3 – 5 years,Maybe,"Microsoft Copilot, Meta AI",1  - I know very little to nothing about LLMs,3,4,3,2,3,No,Mobile apps,Yes,Yes,"Medical information research, Diagnosis, Administrative writing, Language translation",Occasionally,Frequently,Frequently,Rarely,Frequently,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,5,2,3,4,4,4,4,4,3,3,3,3,Neutral,,Indifferent ,Research,
190,Male,26 – 35,Medical Doctor,Greater Accra,6 – 10 years,Yes,ChatGPT,2 -  I know a bit about LLMs but not a lot,4,5,4,1,5,Yes,Online Platforms or websites,Yes,Yes,Medical information research,Rarely,Occasionally,Rarely,Rarely,Occasionally,Occasionally,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,10,30,3,3,3,3,4,3,4,3,4,4,Neutral,,Traditional sources are trusted,Research ,Facts should be evidence based
191,Male,26 – 35,Medical Doctor,Ashanti,6 – 10 years,Yes,ChatGPT,2 -  I know a bit about LLMs but not a lot,4,5,4,1,5,Yes,Online Platforms or websites,Yes,Yes,Medical information research,Rarely,Occasionally,Rarely,Rarely,Occasionally,Occasionally,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,10,30,3,3,3,3,4,3,4,3,4,4,Neutral,,Traditional sources are trusted,Research ,Facts should be evidence based
192,Male,36 – 45,Medical Doctor,Greater Accra,More than 10 years,No,Gemini AI,2 -  I know a bit about LLMs but not a lot,5,5,4,2,4,No,I don't ,No,No,I don't ,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Always,10,120,3,3,3,3,4,3,3,3,3,3,No,,Because these sources of information have been reviewed ,Diagnosis ,Provision of more devices on which they will run
193,Female,36 – 45,Medical Doctor,Greater Accra,More than 10 years,No,Gemini AI,2 -  I know a bit about LLMs but not a lot,5,5,4,2,4,No,I don't ,No,No,I don't ,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Always,10,120,3,3,3,3,4,3,3,3,3,3,No,,Because these sources of information have been reviewed ,Diagnosis ,Provision of more devices on which they will run
194,Male,36 – 45,Pharmacy Technician,Central,More than 10 years,Maybe,ChatGPT,2 -  I know a bit about LLMs but not a lot,5,5,5,1,5,Yes,Mobile apps,No,Yes,"Clinical documentation of patient information, Medical information research, Prescription and dosage writing, Therapy decision support, Language translation",Occasionally,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,120,90,5,5,5,5,5,5,5,5,5,5,Neutral,Chat ai,Clinical proves,Pharmacology,Easy access at every facility
195,Male,36 – 45,Pharmacy Technician,Greater Accra,More than 10 years,Maybe,ChatGPT,2 -  I know a bit about LLMs but not a lot,5,5,5,1,5,Yes,Mobile apps,No,Yes,"Clinical documentation of patient information, Medical information research, Prescription and dosage writing, Therapy decision support, Language translation",Occasionally,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,120,90,5,5,5,5,5,5,5,5,5,5,Neutral,Chat ai,Clinical proves,Pharmacology,Easy access at every facility
196,Male,36 – 45,Pharmacy Technician,Central,6 – 10 years,Yes,ChatGPT,2 -  I know a bit about LLMs but not a lot,5,5,5,1,5,Yes,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support, Language translation",Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,120,90,5,5,5,5,5,5,5,5,5,5,Neutral,Dosages,Clinically proven,Facilities,Accessible
197,Male,36 – 45,Pharmacy Technician,Volta,6 – 10 years,Yes,ChatGPT,2 -  I know a bit about LLMs but not a lot,5,5,5,1,5,Yes,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support, Language translation",Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,120,90,5,5,5,5,5,5,5,5,5,5,Neutral,Dosages,Clinically proven,Facilities,Accessible
198,Male,26 – 35,Dietitian,Western,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,4,4,4,2,4,No,Mobile apps,No,No,I don't use LLMs,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,10,120,2,2,2,2,2,2,2,2,2,2,Neutral,,,,
199,Male,26 – 35,Dietitian,Central,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,4,4,4,2,4,No,Mobile apps,No,No,I don't use LLMs,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,10,120,2,2,2,2,2,2,2,2,2,2,Neutral,,,,
200,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,5,5,5,1,5,Yes,"Online Platforms or websites, Mobile apps, Subscription-based services",Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support, Language translation",Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,500,500,5,5,5,5,5,5,5,5,5,5,Yes,Its Evidence based ,Time wasting,Pharmacy ,"Information, drug updates and researcher work"
201,Male,26 – 35,Pharmacist,Upper West,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,5,5,5,1,5,Yes,"Online Platforms or websites, Mobile apps, Subscription-based services",Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support, Language translation",Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,500,500,5,5,5,5,5,5,5,5,5,5,Yes,Its Evidence based ,Time wasting,Pharmacy ,"Information, drug updates and researcher work"
202,Male,26 – 35,Medical Doctor,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,5,5,5,1,5,Yes,"Online Platforms or websites, Mobile apps",No,No,"Medical information research, Administrative writing",Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,45,40,1,1,1,1,4,2,4,3,3,3,Neutral,,,"In research, writing journals ",More training on how to use them in healthcare 
203,Male,26 – 35,Medical Doctor,Upper West,3 – 5 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,5,5,5,1,5,Yes,"Online Platforms or websites, Mobile apps",No,No,"Medical information research, Administrative writing",Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,45,40,1,1,1,1,4,2,4,3,3,3,Neutral,,,"In research, writing journals ",More training on how to use them in healthcare 
204,Female,26 – 35,Midwife,Greater Accra,3 – 5 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,5,4,5,No,Mobile apps,No,Maybe,"Clinical documentation of patient information, Language translation",Never,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Occasionally,2,0,3,4,3,4,5,3,3,3,3,3,Neutral,Giving suggestions about an information ,,Administrative purposes ,
205,Female,26 – 35,Midwife,Oti,3 – 5 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,5,4,5,No,Mobile apps,No,Maybe,"Clinical documentation of patient information, Language translation",Never,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Occasionally,2,0,3,4,3,4,5,3,3,3,3,3,Neutral,Giving suggestions about an information ,,Administrative purposes ,
206,Female,26 – 35,Nurse,Central,3 – 5 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,5,4,4,3,3,Yes,"Online Platforms or websites, Mobile apps",No,No,Medical information research,Never,Rarely,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,10,1,2,3,3,3,4,2,2,2,3,3,Neutral,,,In researching about a medical condition,
207,Female,26 – 35,Nurse,Savannah,3 – 5 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,5,4,4,3,3,Yes,"Online Platforms or websites, Mobile apps",No,No,Medical information research,Never,Rarely,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,10,1,2,3,3,3,4,2,2,2,3,3,Neutral,,,In researching about a medical condition,
208,Female,18 – 25,Medicine Counter Assistant,North East,Less than 3 years,No,Microsoft Copilot,1  - I know very little to nothing about LLMs,1,1,1,5,5,Yes,Online Platforms or websites,Yes,Maybe,Prescription and dosage writing,Always,Always,Rarely,Rarely,Always,Occasionally,Occasionally,Always,Occasionally,Rarely,Always,Always,"Occasionally, Frequently",5,20,4,2,3,4,4,2,1,3,4,4,No,,,,
209,Female,18 – 25,Medicine Counter Assistant,Oti,Less than 3 years,No,Microsoft Copilot,1  - I know very little to nothing about LLMs,1,1,1,5,5,Yes,Online Platforms or websites,Yes,Maybe,Prescription and dosage writing,Always,Always,Rarely,Rarely,Always,Occasionally,Occasionally,Always,Occasionally,Rarely,Always,Always,"Occasionally, Frequently",5,20,4,2,3,4,4,2,1,3,4,4,No,,,,
210,Female,26 – 35,Speech and Language Therapist,Oti,Less than 3 years,Yes,"Microsoft Copilot, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,3,2,5,Yes,Online Platforms or websites,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Therapy decision support",Frequently,Frequently,Occasionally,Rarely,Always,Occasionally,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,30,15,4,4,4,3,5,2,4,4,3,3,Yes,,,,
211,Female,26 – 35,Speech and Language Therapist,Greater Accra,Less than 3 years,Yes,"Microsoft Copilot, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,3,2,5,Yes,Online Platforms or websites,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Therapy decision support",Frequently,Frequently,Occasionally,Rarely,Always,Occasionally,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,30,15,4,4,4,3,5,2,4,4,3,3,Yes,,,,
212,Female,18 – 25,Medicine Counter Assistant,Volta,3 – 5 years,No,,1  - I know very little to nothing about LLMs,3,3,2,1,1,Yes,Mobile apps,No,No,Medical information research,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Never,Rarely,0,10,1,1,1,1,1,1,1,1,1,1,Neutral,,,,
213,Female,18 – 25,Medicine Counter Assistant,Greater Accra,3 – 5 years,No,,1  - I know very little to nothing about LLMs,3,3,2,1,1,Yes,Mobile apps,No,No,Medical information research,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Never,Rarely,0,10,1,1,1,1,1,1,1,1,1,1,Neutral,,,,
214,Male,36 – 45,Pharmacy Technician,Western,6 – 10 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,5,1,3,4,4,Yes,Mobile apps,No,Maybe,"Medical information research, Administrative writing, Therapy decision support",Never,Occasionally,Occasionally,Never,Never,Never,Rarely,Frequently,Occasionally,Occasionally,Never,Rarely,Occasionally,5,35,3,3,4,3,5,3,4,3,3,4,Neutral,,,,
215,Male,36 – 45,Pharmacy Technician,Brong Ahafo,6 – 10 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,5,1,3,4,4,Yes,Mobile apps,No,Maybe,"Medical information research, Administrative writing, Therapy decision support",Never,Occasionally,Occasionally,Never,Never,Never,Rarely,Frequently,Occasionally,Occasionally,Never,Rarely,Occasionally,5,35,3,3,4,3,5,3,4,3,3,4,Neutral,,,,
216,Female,18 – 25,Medicine Counter Assistant,North East,Less than 3 years,Yes,Microsoft Copilot,2 -  I know a bit about LLMs but not a lot,2,5,4,2,5,Yes,Online Platforms or websites,Yes,Maybe,Medical information research,Never,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Never,Never,Rarely,Frequently,45,5,4,3,4,3,5,2,4,3,3,5,Yes,,,,
217,Female,18 – 25,Medicine Counter Assistant,Bono East,Less than 3 years,Yes,Microsoft Copilot,2 -  I know a bit about LLMs but not a lot,2,5,4,2,5,Yes,Online Platforms or websites,Yes,Maybe,Medical information research,Never,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Never,Never,Rarely,Frequently,45,5,4,3,4,3,5,2,4,3,3,5,Yes,,,,
218,Female,46 – 55,Occupational Therapist,Ashanti,6 – 10 years,Maybe,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,3,4,3,3,4,No,"Online Platforms or websites, Mobile apps",No,No,,Never,Never,Never,Never,Never,Never,Never,Rarely,Frequently,Never,Occasionally,Occasionally,Frequently,0,60,1,1,2,1,4,3,1,3,3,1,Neutral,,,,
219,Female,46 – 55,Occupational Therapist,Greater Accra,6 – 10 years,Maybe,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,3,4,3,3,4,No,"Online Platforms or websites, Mobile apps",No,No,,Never,Never,Never,Never,Never,Never,Never,Rarely,Frequently,Never,Occasionally,Occasionally,Frequently,0,60,1,1,2,1,4,3,1,3,3,1,Neutral,,,,
220,Female,26 – 35,Nurse,Bono East,Less than 3 years,No,none,1  - I know very little to nothing about LLMs,4,4,3,1,3,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,0,0,3,3,3,3,3,3,3,3,3,3,Neutral,,,,
221,Female,26 – 35,Nurse,Brong Ahafo,Less than 3 years,No,none,1  - I know very little to nothing about LLMs,4,4,3,1,3,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,0,0,3,3,3,3,3,3,3,3,3,3,Neutral,,,,
222,Male,18 – 25,Health Information Management Officer,Central,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI",2 -  I know a bit about LLMs but not a lot,5,5,3,1,4,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Frequently,Rarely,Never,Frequently,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,30,15,4,5,4,5,5,4,4,4,4,4,Neutral,,,primary care,include in software programs
223,Male,18 – 25,Health Information Management Officer,Greater Accra,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI",2 -  I know a bit about LLMs but not a lot,5,5,3,1,4,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Frequently,Rarely,Never,Frequently,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,30,15,4,5,4,5,5,4,4,4,4,4,Neutral,,,primary care,include in software programs
224,Male,18 – 25,Medicine Counter Assistant,Bono East,Less than 3 years,Maybe,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,2,3,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing",Frequently,Occasionally,Frequently,Occasionally,Frequently,Never,Rarely,Rarely,Frequently,Rarely,Occasionally,Rarely,Rarely,60,60,3,3,3,3,4,4,4,3,4,4,Neutral,,,,
225,Male,18 – 25,Medicine Counter Assistant,Greater Accra,Less than 3 years,Maybe,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,2,3,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing",Frequently,Occasionally,Frequently,Occasionally,Frequently,Never,Rarely,Rarely,Frequently,Rarely,Occasionally,Rarely,Rarely,60,60,3,3,3,3,4,4,4,3,4,4,Neutral,,,,
226,Male,18 – 25,Medical Doctor,Savannah,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,4,3,2,4,Yes,"Online Platforms or websites, Mobile apps",No,Yes,Medical information research,Never,Frequently,Frequently,Rarely,Always,Always,Occasionally,Occasionally,Occasionally,Frequently,Never,Rarely,Occasionally,120,60,3,5,4,5,5,3,2,3,3,3,Neutral,faster way to find information,more accurate ,in research,improving accuracy of LLMs
227,Male,18 – 25,Medical Doctor,Central,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,4,3,2,4,Yes,"Online Platforms or websites, Mobile apps",No,Yes,Medical information research,Never,Frequently,Frequently,Rarely,Always,Always,Occasionally,Occasionally,Occasionally,Frequently,Never,Rarely,Occasionally,120,60,3,5,4,5,5,3,2,3,3,3,Neutral,faster way to find information,more accurate ,in research,improving accuracy of LLMs
228,Female,18 – 25,Medical Laboratory Scientist,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,2,4,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,45,60,3,4,4,2,4,3,3,3,3,3,No,,provision of more reliable and accurate information,research ,use of illustrations
229,Female,18 – 25,Medical Laboratory Scientist,Ashanti,Less than 3 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,2,4,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,45,60,3,4,4,2,4,3,3,3,3,3,No,,provision of more reliable and accurate information,research ,use of illustrations
230,Male,18 – 25,Medical Laboratory Scientist,Central,Less than 3 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,2,4,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,30,45,3,4,4,2,4,3,3,3,3,3,Neutral,,,research,
231,Male,18 – 25,Medical Laboratory Scientist,Oti,Less than 3 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,2,4,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,30,45,3,4,4,2,4,3,3,3,3,3,Neutral,,,research,
232,Female,36 – 45,Medical Laboratory Scientist,Bono East,6 – 10 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,2,4,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,45,60,3,4,4,2,4,3,3,3,3,3,No,,more accurate than LLMs,research ,
233,Female,36 – 45,Medical Laboratory Scientist,Ashanti,6 – 10 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,2,4,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,45,60,3,4,4,2,4,3,3,3,3,3,No,,more accurate than LLMs,research ,
234,Male,36 – 45,Medical Laboratory Scientist,Brong Ahafo,3 – 5 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,2,4,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,30,45,3,4,4,2,4,3,3,3,3,3,Neutral,,,research,use of illustrations
235,Male,36 – 45,Medical Laboratory Scientist,Northern,3 – 5 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,2,4,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,30,45,3,4,4,2,4,3,3,3,3,3,Neutral,,,research,use of illustrations
236,Male,18 – 25,Medical Laboratory Scientist,Ahafo,Less than 3 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,2,4,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,15,30,3,4,4,2,4,3,3,3,3,3,Neutral,,,,
237,Male,18 – 25,Medical Laboratory Scientist,Ashanti,Less than 3 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,4,2,4,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,15,30,3,4,4,2,4,3,3,3,3,3,Neutral,,,,
238,Female,18 – 25,Medicine Counter Assistant,Central,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,4,3,4,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",Never,Frequently,Frequently,Occasionally,Never,Occasionally,Rarely,Never,Never,Never,Never,Never,Never,45,0,3,4,3,4,4,4,3,3,4,4,Yes,reduces my workload and save me time,,,
239,Female,18 – 25,Medicine Counter Assistant,Upper East,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,4,3,4,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",Never,Frequently,Frequently,Occasionally,Never,Occasionally,Rarely,Never,Never,Never,Never,Never,Never,45,0,3,4,3,4,4,4,3,3,4,4,Yes,reduces my workload and save me time,,,
240,Female,18 – 25,Medicine Counter Assistant,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,4,3,4,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",Never,Frequently,Frequently,Occasionally,Never,Occasionally,Rarely,Never,Never,Never,Never,Never,Never,30,0,3,4,3,4,4,4,3,3,4,4,Yes,saves time,,,
241,Female,18 – 25,Medicine Counter Assistant,Central,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,4,3,4,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",Never,Frequently,Frequently,Occasionally,Never,Occasionally,Rarely,Never,Never,Never,Never,Never,Never,30,0,3,4,3,4,4,4,3,3,4,4,Yes,saves time,,,
242,Female,18 – 25,Medicine Counter Assistant,Ashanti,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,4,3,4,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",Never,Frequently,Frequently,Occasionally,Never,Rarely,Occasionally,Never,Never,Never,Never,Never,Never,30,0,3,4,3,4,4,4,3,3,4,4,Yes,,,,
243,Female,18 – 25,Medicine Counter Assistant,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,4,3,4,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",Never,Frequently,Frequently,Occasionally,Never,Rarely,Occasionally,Never,Never,Never,Never,Never,Never,30,0,3,4,3,4,4,4,3,3,4,4,Yes,,,,
