,Gender,Age,Profession,Region,Work_Experience(yrs),Pre-study Awareness,Models_Used,Participant Understanding Rating,Participant Understanding Rating_encoded,Access,Mode_of_Access,Use_Consideration,Use,Tasks,LLM_Duration(mins),CCL_Duration(mins),Preference,LLM_Adv,CCL_Adv,Impact_Areas,Recommendations,Track_Important_Details,Find_Quick_Answers,Brainstorm_&_Diagnose,Generate_Prescriptions,Summarise_Research_Articles,Create_Educational_Materials,Treatment_Recommendations,CCL_Find_Quick_Answers,CCL_Brainstorm_&_Diagnose,CCL_Generate_Prescriptions,CCL_Summarise_Research_Articles,CCL_Create_Educational_Materials,CCL_Treatment_Recommendations,Understanding_Rate,Understanding_Rate_encoded,Value,Efficiency,Safety,Reliabilty
193,Female,36 – 45,Medical Doctor,Greater Accra,More than 10 years,No,Gemini AI,2 -  I know a bit about LLMs but not a lot,Moderate,No,I don't ,No,No,I don't ,10,120,No,,Accurate and evidence-based,Diagnosis,Integration into Healthcare management systems,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Always,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Neutral,Neutral
194,Male,36 – 45,Pharmacy Technician,Central,More than 10 years,Maybe,ChatGPT,2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,No,Yes,"Clinical documentation of patient information, Medical information research, Prescription and dosage writing, Therapy decision support, Language translation",120,90,Neutral,None,Accurate and evidence-based,Pharmacy and Drug Information,Accessibility,Occasionally,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
195,Male,36 – 45,Pharmacy Technician,Greater Accra,More than 10 years,Maybe,ChatGPT,2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,No,Yes,"Clinical documentation of patient information, Medical information research, Prescription and dosage writing, Therapy decision support, Language translation",120,90,Neutral,None,Accurate and evidence-based,Pharmacy and Drug Information,Accessibility,Occasionally,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
196,Male,36 – 45,Pharmacy Technician,Central,6 – 10 years,Yes,ChatGPT,2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support, Language translation",120,90,Neutral,None,Accurate and evidence-based,primary care,Accessibility,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
197,Male,36 – 45,Pharmacy Technician,Volta,6 – 10 years,Yes,ChatGPT,2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support, Language translation",120,90,Neutral,None,Accurate and evidence-based,primary care,Accessibility,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
198,Male,26 – 35,Dietitian,Western,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,Low,No,Mobile apps,No,No,I don't use LLMs,10,120,Neutral,,,,,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Disagree,Disagree,Disagree,Disagree
199,Male,26 – 35,Dietitian,Central,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,Low,No,Mobile apps,No,No,I don't use LLMs,10,120,Neutral,,,,,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Disagree,Disagree,Disagree,Disagree
200,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,"Online Platforms or websites, Mobile apps, Subscription-based services",Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support, Language translation",500,500,Yes,Information processing and generative capability,Time wasting,Pharmacy and Drug Information,Update Clinical Information,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
201,Male,26 – 35,Pharmacist,Upper West,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Google’s BERT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,"Online Platforms or websites, Mobile apps, Subscription-based services",Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support, Language translation",500,500,Yes,Information processing and generative capability,Time wasting,Pharmacy and Drug Information,Update Clinical Information,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
202,Male,26 – 35,Medical Doctor,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",No,No,"Medical information research, Administrative writing",45,40,Neutral,,,Research,Improve Training,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Strongly Disagree,Disagree,Neutral
203,Male,26 – 35,Medical Doctor,Upper West,3 – 5 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",No,No,"Medical information research, Administrative writing",45,40,Neutral,,,Research,Improve Training,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Strongly Disagree,Disagree,Neutral
204,Female,26 – 35,Midwife,Greater Accra,3 – 5 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,Mobile apps,No,Maybe,"Clinical documentation of patient information, Language translation",2,0,Neutral,Information processing and generative capability,,Administrative work,,Never,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Neutral,Neutral
205,Female,26 – 35,Midwife,Oti,3 – 5 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,Mobile apps,No,Maybe,"Clinical documentation of patient information, Language translation",2,0,Neutral,Information processing and generative capability,,Administrative work,,Never,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Neutral,Neutral
206,Female,26 – 35,Nurse,Central,3 – 5 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",No,No,Medical information research,10,1,Neutral,,,Research,,Never,Rarely,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Neutral,Disagree,Neutral
207,Female,26 – 35,Nurse,Savannah,3 – 5 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",No,No,Medical information research,10,1,Neutral,,,Research,,Never,Rarely,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Neutral,Disagree,Neutral
208,Female,18 – 25,Medicine Counter Assistant,North East,Less than 3 years,No,Microsoft Copilot,1  - I know very little to nothing about LLMs,Low,Yes,Online Platforms or websites,Yes,Maybe,Prescription and dosage writing,5,20,No,,,,,Always,Always,Rarely,Rarely,Always,Occasionally,Occasionally,Always,Occasionally,Rarely,Always,Always,"Occasionally, Frequently",Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Neutral,Disagree,Neutral
209,Female,18 – 25,Medicine Counter Assistant,Oti,Less than 3 years,No,Microsoft Copilot,1  - I know very little to nothing about LLMs,Low,Yes,Online Platforms or websites,Yes,Maybe,Prescription and dosage writing,5,20,No,,,,,Always,Always,Rarely,Rarely,Always,Occasionally,Occasionally,Always,Occasionally,Rarely,Always,Always,"Occasionally, Frequently",Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Neutral,Disagree,Neutral
210,Female,26 – 35,Speech and Language Therapist,Oti,Less than 3 years,Yes,"Microsoft Copilot, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Online Platforms or websites,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Therapy decision support",30,15,Yes,,,,,Frequently,Frequently,Occasionally,Rarely,Always,Occasionally,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Neutral,Neutral
211,Female,26 – 35,Speech and Language Therapist,Greater Accra,Less than 3 years,Yes,"Microsoft Copilot, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Online Platforms or websites,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Therapy decision support",30,15,Yes,,,,,Frequently,Frequently,Occasionally,Rarely,Always,Occasionally,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Neutral,Neutral
212,Female,18 – 25,Medicine Counter Assistant,Volta,3 – 5 years,No,,1  - I know very little to nothing about LLMs,Low,Yes,Mobile apps,No,No,Medical information research,0,10,Neutral,,,,,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Low,1  - I know very little to nothing about LLMs,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
213,Female,18 – 25,Medicine Counter Assistant,Greater Accra,3 – 5 years,No,,1  - I know very little to nothing about LLMs,Low,Yes,Mobile apps,No,No,Medical information research,0,10,Neutral,,,,,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Low,1  - I know very little to nothing about LLMs,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
214,Male,36 – 45,Pharmacy Technician,Western,6 – 10 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,No,Maybe,"Medical information research, Administrative writing, Therapy decision support",5,35,Neutral,,,,,Never,Occasionally,Occasionally,Never,Never,Never,Rarely,Frequently,Occasionally,Occasionally,Never,Rarely,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Neutral,Neutral,Agree
215,Male,36 – 45,Pharmacy Technician,Brong Ahafo,6 – 10 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,No,Maybe,"Medical information research, Administrative writing, Therapy decision support",5,35,Neutral,,,,,Never,Occasionally,Occasionally,Never,Never,Never,Rarely,Frequently,Occasionally,Occasionally,Never,Rarely,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Neutral,Neutral,Agree
216,Female,18 – 25,Medicine Counter Assistant,North East,Less than 3 years,Yes,Microsoft Copilot,2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Online Platforms or websites,Yes,Maybe,Medical information research,45,5,Yes,,,,,Never,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Never,Never,Rarely,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Agree,Disagree,Agree
217,Female,18 – 25,Medicine Counter Assistant,Bono East,Less than 3 years,Yes,Microsoft Copilot,2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Online Platforms or websites,Yes,Maybe,Medical information research,45,5,Yes,,,,,Never,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Never,Never,Rarely,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Agree,Disagree,Agree
218,Female,46 – 55,Occupational Therapist,Ashanti,6 – 10 years,Maybe,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,Low,No,"Online Platforms or websites, Mobile apps",No,No,,0,60,Neutral,,,,,Never,Never,Never,Never,Never,Never,Never,Rarely,Frequently,Never,Occasionally,Occasionally,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Strongly Disagree,Neutral,Disagree
219,Female,46 – 55,Occupational Therapist,Greater Accra,6 – 10 years,Maybe,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,Low,No,"Online Platforms or websites, Mobile apps",No,No,,0,60,Neutral,,,,,Never,Never,Never,Never,Never,Never,Never,Rarely,Frequently,Never,Occasionally,Occasionally,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Strongly Disagree,Neutral,Disagree
220,Female,26 – 35,Nurse,Bono East,Less than 3 years,No,none,1  - I know very little to nothing about LLMs,Low,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,0,0,Neutral,,,,,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Low,1  - I know very little to nothing about LLMs,Neutral,Neutral,Neutral,Neutral
221,Female,26 – 35,Nurse,Brong Ahafo,Less than 3 years,No,none,1  - I know very little to nothing about LLMs,Low,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,0,0,Neutral,,,,,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Low,1  - I know very little to nothing about LLMs,Neutral,Neutral,Neutral,Neutral
222,Male,18 – 25,Health Information Management Officer,Central,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,Medical information research,30,15,Neutral,,,primary care,Integration into Healthcare management systems,Never,Frequently,Rarely,Never,Frequently,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Agree,Agree,Agree
223,Male,18 – 25,Health Information Management Officer,Greater Accra,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,Medical information research,30,15,Neutral,,,primary care,Integration into Healthcare management systems,Never,Frequently,Rarely,Never,Frequently,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Agree,Agree,Agree
224,Male,18 – 25,Medicine Counter Assistant,Bono East,Less than 3 years,Maybe,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing",60,60,Neutral,,,,,Frequently,Occasionally,Frequently,Occasionally,Frequently,Never,Rarely,Rarely,Frequently,Rarely,Occasionally,Rarely,Rarely,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Neutral,Agree,Agree
225,Male,18 – 25,Medicine Counter Assistant,Greater Accra,Less than 3 years,Maybe,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Clinical documentation of patient information, Medical information research, Administrative writing",60,60,Neutral,,,,,Frequently,Occasionally,Frequently,Occasionally,Frequently,Never,Rarely,Rarely,Frequently,Rarely,Occasionally,Rarely,Rarely,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Neutral,Agree,Agree
226,Male,18 – 25,Medical Doctor,Savannah,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,"Online Platforms or websites, Mobile apps",No,Yes,Medical information research,120,60,Neutral,Speed and Efficiency,Accurate and evidence-based,Research,Accuracy,Never,Frequently,Frequently,Rarely,Always,Always,Occasionally,Occasionally,Occasionally,Frequently,Never,Rarely,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Neutral,Neutral
227,Male,18 – 25,Medical Doctor,Central,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,"Online Platforms or websites, Mobile apps",No,Yes,Medical information research,120,60,Neutral,Speed and Efficiency,Accurate and evidence-based,Research,Accuracy,Never,Frequently,Frequently,Rarely,Always,Always,Occasionally,Occasionally,Occasionally,Frequently,Never,Rarely,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Neutral,Neutral
228,Female,18 – 25,Medical Laboratory Scientist,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,Medical information research,45,60,No,,Trusted and credible,Research,use of illustrations,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Neutral,Neutral
229,Female,18 – 25,Medical Laboratory Scientist,Ashanti,Less than 3 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,Medical information research,45,60,No,,Trusted and credible,Research,use of illustrations,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Neutral,Neutral
230,Male,18 – 25,Medical Laboratory Scientist,Central,Less than 3 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,Medical information research,30,45,Neutral,,,Research,,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Neutral,Neutral
231,Male,18 – 25,Medical Laboratory Scientist,Oti,Less than 3 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,Medical information research,30,45,Neutral,,,Research,,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Neutral,Neutral
232,Female,36 – 45,Medical Laboratory Scientist,Bono East,6 – 10 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,Medical information research,45,60,No,,Accurate and evidence-based,Research,,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Neutral,Neutral
233,Female,36 – 45,Medical Laboratory Scientist,Ashanti,6 – 10 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,Medical information research,45,60,No,,Accurate and evidence-based,Research,,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Neutral,Neutral
234,Male,36 – 45,Medical Laboratory Scientist,Brong Ahafo,3 – 5 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,Medical information research,30,45,Neutral,,,Research,use of illustrations,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Neutral,Neutral
235,Male,36 – 45,Medical Laboratory Scientist,Northern,3 – 5 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,Medical information research,30,45,Neutral,,,Research,use of illustrations,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Neutral,Neutral
236,Male,18 – 25,Medical Laboratory Scientist,Ahafo,Less than 3 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,Medical information research,15,30,Neutral,,,,,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Neutral,Neutral
237,Male,18 – 25,Medical Laboratory Scientist,Ashanti,Less than 3 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,Medical information research,15,30,Neutral,,,,,Never,Occasionally,Frequently,Never,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Occasionally,Never,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Neutral,Neutral
238,Female,18 – 25,Medicine Counter Assistant,Central,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",45,0,Yes,Speed and Efficiency,,,,Never,Frequently,Frequently,Occasionally,Never,Occasionally,Rarely,Never,Never,Never,Never,Never,Never,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Agree,Agree
239,Female,18 – 25,Medicine Counter Assistant,Upper East,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",45,0,Yes,Speed and Efficiency,,,,Never,Frequently,Frequently,Occasionally,Never,Occasionally,Rarely,Never,Never,Never,Never,Never,Never,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Agree,Agree
240,Female,18 – 25,Medicine Counter Assistant,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",30,0,Yes,Speed and Efficiency,,,,Never,Frequently,Frequently,Occasionally,Never,Occasionally,Rarely,Never,Never,Never,Never,Never,Never,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Agree,Agree
241,Female,18 – 25,Medicine Counter Assistant,Central,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",30,0,Yes,Speed and Efficiency,,,,Never,Frequently,Frequently,Occasionally,Never,Occasionally,Rarely,Never,Never,Never,Never,Never,Never,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Agree,Agree
242,Female,18 – 25,Medicine Counter Assistant,Ashanti,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",30,0,Yes,,,,,Never,Frequently,Frequently,Occasionally,Never,Rarely,Occasionally,Never,Never,Never,Never,Never,Never,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Agree,Agree
243,Female,18 – 25,Medicine Counter Assistant,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",30,0,Yes,,,,,Never,Frequently,Frequently,Occasionally,Never,Rarely,Occasionally,Never,Never,Never,Never,Never,Never,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Agree,Agree
244,Female,18 – 25,Medicine Counter Assistant,Central,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",10,0,Yes,,,,,Never,Frequently,Frequently,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Agree,Agree
245,Female,18 – 25,Medicine Counter Assistant,North East,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",10,0,Yes,,,,,Never,Frequently,Frequently,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Agree,Agree
246,Male,18 – 25,Medicine Counter Assistant,Eastern,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",10,0,Yes,Speed and Efficiency,,,,Never,Frequently,Frequently,Occasionally,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Never,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Agree,Agree
247,Male,18 – 25,Medicine Counter Assistant,Northern,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,"Medical information research, Prescription and dosage writing",10,0,Yes,Speed and Efficiency,,,,Never,Frequently,Frequently,Occasionally,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Never,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Agree,Agree
248,Male,26 – 35,Medical Laboratory Scientist,Greater Accra,6 – 10 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,Medical information research,20,30,Neutral,,,Research,Integration into Healthcare management systems,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Frequently,Frequently,Never,Occasionally,Rarely,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Neutral,Agree
